Colonne,Nom du joueur,Elo,Champion du joueur,Durée de la partie,Vrai temps,KDA,Victoire,Défaite,Nombre de tours perdues,Nombres de tours détruite,Nombre d'inibiteur détruit,Nombre d'inibiteur perdus,Cs,Cs/min,Gold total,Gold/min,Temps première mort,Qui a eu la première mort ?,Nombre de kill à 0,Nombre de kill à 2m30,Nombre de kill à 5m,Nombre de kill à 7m30,Nombre de kill à 10m,Nombre de kill à 12m5,Nombre de kill à 15m,Nombre de kill à 17m3,Nombre de kill à 20m,Nombre de kill à la fin,Gold/m à 0m,Gold/m à 2m30,Gold/m à 5m,Gold/m à 7m30,Gold/m à 10m,Gold/m à 12m30,Gold/m à 15m,Gold/m à 17m30,Gold/m à 20m,Gold/m à la fin,Nombre de mort à 0,Nombre de mort à 2m30,Nombre de mort à 5m,Nombre de mort à 7m30,Nombre de mort à 10m,Nombre de mort à 12m30,Nombre de mort à 15m,Nombre de mort à 17m30,Nombre de mort à 20m,Nombre de mort à la fin,Nombre de CS à 0,Nombre de CS à 2m30,Nombre de CS à 5m,Nombre de CS à 7m30,Nombre de CS à 10m,Nombre de CS à 12m30,Nombre de CS à 15m,Nombre de CS à 17m30,Nombre de CS à 20m,Nombre de CS à la fin,Nombre de perso à CC,Summoner 1,Summoner 2,Arrivée botte,Arrivée premier item (pas botte),Arrivée second item,Arrivée troisième item,Arrivée quatrième item,Arrivée cinquième item,Arrivée sixième item,Hérald pris ?,Dragon,Soul
Game 1,Dark inugami,Challenger 950 lp,Yasuo,00:20,"20,21666667","13,5",oui,non,4,9,1,0,225,"11,12943116",22163,1096,00:06:51,Dark inugami,0,0,2,3,8,10,15,19,27,27,0,118,434,451,638,654,786,995,1095,1089,0,0,0,1,1,2,2,2,2,2,0,12,42,66,96,134,165,201,225,225,4,Flash,TP,00:03:35,00:09:10,00:12:12,00:13:59,00:16:19,00:19:18,00:19:18,1,0,0
